order_id,customer_state,product_category,delivery_days,lateness,risk_score,actual_bad_review
7ec78885f0818489a2b5afdff64a81b7,SC,esporte_lazer,19,-7,0.5191905409037939,0
d1218a20bdd92bd626a0b8be8cbdcc06,SP,cool_stuff,5,-18,0.34479487390413244,0
1433e41f5b7837f6518b2184d3f9af84,DF,moveis_decoracao,15,-7,0.36407935429209176,1
9a0a251a3ac90a0e31fe227f08520cb4,GO,cama_mesa_banho,9,-15,0.2923700924189952,0
3d98c6327fa1c45b931c31e7ca2c97cb,RJ,cama_mesa_banho,8,-12,0.2614390680012213,0
5b0290e4420f938665a61fda8ee5ced6,RS,perfumaria,8,-25,0.3061341659082014,0
a00f125175c8ff66e63dbacefe493aaf,RJ,automotivo,3,-10,0.31055922927333757,0
01a75ac3dd000b7628a684be97c29234,RJ,utilidades_domesticas,12,-14,0.4316244375149817,0
2e66dd346593941760c467271183f53c,RJ,cama_mesa_banho,12,-22,0.4835719683087244,1
5124d1910fba5bcf45b9372eb874fe2d,RS,eletronicos,13,-12,0.321936783560086,0
83c21ad12bc2a9a586aabd1334ee4a22,CE,beleza_saude,15,-6,0.3038418183636787,0
a72a85d8ae2274e218fcea46f815cfa7,SP,beleza_saude,4,-19,0.21177349689820374,0
e2a6b0a5726eb784ad4d8281e02ff025,PR,esporte_lazer,8,-16,0.3408326811024968,0
3c964e5625c2d5b6ace8c0b038a03460,MG,eletronicos,13,-20,0.3394022016522414,0
9175e3d0958ce6f5f907c1c9a723e0a5,MG,utilidades_domesticas,4,-19,0.241207958011251,0
4a9535cd904e916ca0286823298d30ed,SP,perfumaria,9,-16,0.3862996002254988,0
3a5b3bfc6a2277d612dbf7eb03faebb5,SP,pet_shop,18,-8,0.28725957293163557,0
ac88d96f79bb0884df747b9c38fe48f7,RJ,moveis_decoracao,10,-4,0.377210443033951,1
9a535db7017bc4d84dcfdd14e9a8cfcc,SP,market_place,9,-20,0.32506771216173336,0
3be95134673694dafe888962e636f0ce,SP,bebes,16,-11,0.4672620153484607,1
7dd829472da0fa5d56b7eb94ec5be1b1,MG,beleza_saude,9,-14,0.3704217353631625,0
5f6cee60d80a6dd034b88aef816803c5,RS,beleza_saude,11,-10,0.373303995076455,0
a8f3236d399cdf5f80c6ea3866b24ef0,DF,relogios_presentes,13,-27,0.43888646857448604,1
b8ed227712b7665deac44bd9a5fc6a6f,ES,brinquedos,13,-7,0.2893146075491735,0
12656ffa174ee7dd1434940b8e538f32,SP,telefonia,10,-14,0.46021334661415386,0
3ff5709e1eed2f4bf1cfdccaf65c6337,SP,informatica_acessorios,10,0,0.7589560530778711,0
87e3416e2de0152a60d621b4b22c8cc1,DF,brinquedos,16,-18,0.47939870124203576,0
c48a0edfbe31112fc8f48c3acfb42e2b,SP,moveis_decoracao,9,-11,0.4549832417570869,0
fa83009fc243c5d6981fa7c5b71b13aa,RJ,cama_mesa_banho,10,-20,0.32752051547147376,0
0d8f22964c47deacb4f00a8d35117940,SP,cama_mesa_banho,8,-11,0.3654743012392506,0
9c7d732e52bedefceae52e7c45d13861,ES,alimentos_bebidas,2,-11,0.3389801486210804,0
3fc0323af515c9e4dba71c703ac3d011,RS,pet_shop,7,-37,0.297912579528441,0
69be57561906ffa69960e7b887be6719,MG,esporte_lazer,8,-4,0.36205328445566515,0
0b1e1533654221aac3796e0a8ca9161e,SP,papelaria,15,-8,0.3855062512646373,0
ccbabfa81bc2a6cb8f2326278a01d55c,SP,cama_mesa_banho,7,-10,0.3284692623280229,0
d98222e2d133bcdcb2352eb1161ddd30,MS,beleza_saude,15,-9,0.545798816915094,0
f51dee029e4d8a8d3cf9a33de36dce7c,SP,informatica_acessorios,4,-8,0.381393145288375,0
afead4c57004d9ef3e766086c1a57f81,PR,beleza_saude,14,-14,0.2914247426634012,0
3fe67b23f3a9532482fd5c6dda351895,SP,cama_mesa_banho,6,-10,0.2649317178417369,0
2fc528da1a706c355f00172b33bf7a1d,SP,relogios_presentes,18,-7,0.4769242525492254,0
b9b426ab253dc328825da35f1bad83f9,RS,relogios_presentes,2,-12,0.2726738298035991,0
41b5ca83bef6301acf0208d83596fade,PA,informatica_acessorios,12,-8,0.46558822263325855,0
56a91c78a7764f270b44113386c34866,RJ,cama_mesa_banho,7,-18,0.24328783247518457,1
ef6f87b9bee14a58053b754eb1be1fef,PR,eletronicos,6,-7,0.33801807628440067,0
475e0dfe76ac445fc716ef9eca7a00bd,RJ,brinquedos,18,-8,0.328715795662914,0
36321eba7223a1e5371a446405480aa2,SP,papelaria,7,-16,0.4045207566158252,0
69fc55f48e5117131b48477c34bbad8c,GO,esporte_lazer,28,7,0.9484348399941515,1
4413e915d30cf9e317b0c016f76cdcbc,PR,casa_conforto,6,-18,0.3179653482054716,0
b207236ad11942c69cec11bb58240dd1,DF,relogios_presentes,43,21,0.9578639644289575,1
575c6dd8fb78db647ce9a4018b8e9235,PR,cool_stuff,2,-14,0.3207896004311768,0
314309621e99dff004e43be09afbbb3c,PR,automotivo,36,-3,0.6124177021003376,0
7534ce179e1751acc26f743ab22ace56,TO,informatica_acessorios,12,7,0.7742288677277686,1
a7c2931e0d164883a0792bdbb8240381,SP,beleza_saude,9,-15,0.34774164216501924,0
7249180b70badb4081586e4964f2c675,DF,relogios_presentes,22,-5,0.521404168516397,0
cd0b541e98a2f6e67bffc5850969ac2e,SP,beleza_saude,14,-12,0.41231823360725994,0
01988bf5b8acbc4d6ced86e4d47fcb1a,RS,informatica_acessorios,15,-17,0.36773149881333167,0
239f74c0158f39fe889ec4ee537aa964,SC,cool_stuff,22,-20,0.4014597938844099,0
ff5afb773cc74f8424fc4e5c2f57570a,PR,moveis_decoracao,16,-7,0.5345648586668458,0
7c449e89499b19ca6b1904f9751e3925,RS,esporte_lazer,6,-10,0.39670808441626987,0
b5c568b689a9f0c35c9e008874943ba2,MG,cama_mesa_banho,7,-11,0.5679322730344399,0
9839529a810b520a23afe17f48978595,PR,beleza_saude,12,-13,0.5666107057374548,0
38eb04fead5a8c966e7e01b87830b50e,MG,beleza_saude,19,-3,0.5263769222869036,0
945271213276ddf675f031b19b5bf9d3,MG,esporte_lazer,24,2,0.9000323468058801,0
320ecf6854e14e86b022c562c759b713,SP,cama_mesa_banho,15,-6,0.4634019630427974,0
a1a98cc3be0d262bccf1ffd3495f4e81,DF,eletroportateis,7,-20,0.3267887099055239,0
acf63fc70f653d6bd063dafc3701eafe,SP,esporte_lazer,195,166,0.999949805771716,1
e1d6a83cd8b98c4eb29f2bb0f5a07138,SP,papelaria,11,-19,0.5127803112522441,1
4c37681ba7affce78f5b3b78731e1e67,PR,brinquedos,12,-19,0.466209334887011,0
ac899f448f474ceb27b400ce38f25bc2,SP,casa_construcao,7,-5,0.40684120543194346,1
37dbd3a9ef03223ca93bad0442fd91ba,RS,ferramentas_jardim,7,-20,0.400701191037953,0
7535955a5fee70328e9fe079653e03f1,SP,telefonia,6,-7,0.3348384524612335,0
13990518755c419d33e4fb67c28e843f,PA,perfumaria,24,2,0.913243414205708,0
bdb4eaf05d279b03ac661a14b8c05557,MS,eletronicos,10,-7,0.36021112081766643,0
f298d9cc0b7aea1a3bdf95d298c3cfc3,RS,esporte_lazer,12,-6,0.48258068647725866,0
f1f053637dd55791fa3a8ae1df1f3605,RS,utilidades_domesticas,16,-6,0.5495721261987309,0
995e90c3995e0f19a9579b90c6dcbad2,SP,informatica_acessorios,10,-8,0.3931388447405134,0
529460a1e8c35eb84f5c6252d78ad573,DF,perfumaria,6,-17,0.3313648520325549,0
7f54ad19b476573fb7bf3beb2faa6c55,SP,automotivo,7,-13,0.47137477298195013,1
3e37861f5eeb4e7f465390b54c79bca7,BA,esporte_lazer,11,-10,0.2868296470135095,0
8428e578bb1cf839ae26a6b7615502b9,MG,automotivo,6,-21,0.7823360089231983,1
f6e6afb31fd4986da7ac663a6b0c93b4,RJ,cama_mesa_banho,7,-17,0.3641274480044208,0
e67c5e18a6f322301db55af5c4541aff,DF,moveis_escritorio,17,-4,0.5056109971681174,0
07402f8be1c291f1c5da3edeaf5cb8b1,DF,,5,-23,0.323270208811649,0
ad495862e703fd1bd9d104eb8a8933a6,PA,telefonia,8,-12,0.21375494036779183,0
fd8c19c45239a0a139f809050de68c88,SC,fashion_bolsas_e_acessorios,19,1,0.9039534350907211,0
be82634d36d47e922d16c1dc2c0291c4,GO,perfumaria,31,-6,0.5294944363390104,0
1963469800c298aa309f11cd40138411,PR,esporte_lazer,8,-11,0.38040289400608734,0
1479096c26c6fa5150e7b39fde03d5d4,SP,eletrodomesticos,15,-14,0.6345527844239615,0
15cd24278cb6a373aa6bb2ca34837e16,SP,casa_construcao,20,-4,0.5118051603468139,0
1234a83b9c1d13b6d3308dd2000d60b3,SP,esporte_lazer,14,-8,0.4532121484360092,0
0766586a37a3ceaf9623fdedcb51240f,DF,automotivo,10,-2,0.4580790765861034,0
b5a7e84baf7b4f3080e25ff1294a80f0,SP,brinquedos,6,-25,0.27390300440590754,0
d9a9bc50c9da52930374f4884e3175f0,SP,moveis_decoracao,1,-16,0.33146876588475815,1
2f5c5719818df4d83050dd5174ca0288,RJ,eletronicos,13,-20,0.4762684304068462,0
bb33713436d6ec837ca0f59cd16955fa,SP,bebes,10,-15,0.4625234478469897,0
dfec7411ab4ba17202e5aa72bcd3a3e1,SP,esporte_lazer,10,-15,0.34320663088964476,0
fe9a6d1cc6a07629474a4ecb1ed9077a,SP,brinquedos,12,-10,0.40540584073095837,0
5108acfe22756c07a696f4ff210790a8,SP,fashion_bolsas_e_acessorios,12,-12,0.37662586279216687,0
1daedabfc80ee1a5cee98761da016d8b,MG,cama_mesa_banho,17,-8,0.3652528041740885,0
61fbef83f544ba8f4a72cc7809d44628,MG,moveis_decoracao,9,-16,0.43271906366661567,0
f562f8a4adf5a459176f7170d0da220d,RS,moveis_decoracao,16,-19,0.5581055621956625,0
3153710333d5f537679eb85bc07bf953,CE,moveis_decoracao,11,-11,0.5141356841133262,0
d89ff75da06f798ea64c91a496386314,RS,beleza_saude,7,-5,0.3277035041924366,0
35a85be2e5f884a5672a0971158df8c3,SP,telefonia,8,-17,0.4065864418129874,0
2b1d482e9b00a6f20d0e5688065cbf2b,BA,cama_mesa_banho,6,-13,0.33682007748820225,0
18c643cade587cd125b3a56377985cac,SP,cama_mesa_banho,3,-11,0.28198946160004923,0
491c5a96f47a083b2792f1a306a5fade,SC,beleza_saude,13,-16,0.3645550111937668,0
99986880076491bbfa81921df6b676f2,PA,moveis_escritorio,9,-6,0.3971828090989436,0
e5507d205012f77887831308321ac9e3,RS,esporte_lazer,18,-12,0.3642912260639945,0
be28b0f75cc73c684cc905abc8cc60c5,MG,telefonia,3,-2,0.23041362382062217,0
ebd0cec55989d5589a5c4577f06ca9dd,PE,perfumaria,7,-13,0.28814653335043927,0
85a3602f48becf78584dbd58d22f85b7,SP,informatica_acessorios,30,11,0.9272869359418132,1
4a94f985ef69a52bcd0562790587a857,RJ,perfumaria,10,-19,0.4361194618294349,0
3a1400b5d4dd3082a4bc8a64d66f6d90,SC,eletronicos,12,-25,0.3295997720808251,0
da33789924d00b4f90906b4b94e70fe4,SP,malas_acessorios,16,-12,0.4736222018065274,0
2cba7b5e0e9007f221ab7acf2ca260e3,RS,beleza_saude,6,-13,0.33140342985609483,0
c3a1df55b98cfc24ce8fb94931eb7f7f,ES,bebes,2,-11,0.2904284062698402,0
58b08002b3f04ddb29d32fea1465db0d,SP,telefonia,12,-8,0.4834819061522288,0
f538203e8721d06d7984cee6e148b9f0,PA,eletronicos,7,-24,0.45656715579242824,0
e4cbb88fcf9a02837b22b1f6f812a9ed,BA,beleza_saude,12,-14,0.3606515779919607,0
7b2980930a29eada8d40bdc3932a7257,SC,ferramentas_jardim,7,-25,0.28466702749173467,0
675a6fde0b4a8f78243d9ca2ec8be1be,RJ,automotivo,5,-8,0.20549002492834406,0
07d2babcd3c3d273aee2781512cc5904,SP,artigos_de_natal,14,-9,0.3164345577546465,0
508e50f7d8c25e1a24d9d21bb4adaa79,PR,esporte_lazer,6,-24,0.21722179607545428,0
396a9a6beb6d2d923c6310968d7da64d,MG,relogios_presentes,6,-16,0.3254426678798128,0
5f9b2cafa834aef683c653590c8918f2,AL,beleza_saude,7,-33,0.2631530466759274,0
83f6cb8aeb5110d722e025c724011f06,SP,,13,-22,0.4103108437278211,0
d0444c65949d9cea920374debbfbd723,RJ,casa_construcao,11,-11,0.4637132868003579,0
1864e41539736858aa1100d27cf3f34c,SP,cama_mesa_banho,28,5,0.8890370525483431,1
f4862945a4aa6be4ddc6473ea51970b4,SP,cama_mesa_banho,18,-16,0.3522284064393095,0
ddc6de714ab6793dd55ef3b191352906,SP,beleza_saude,10,-16,0.40929148255815095,0
6a6f25fd713bf54d89cda9ccc933ecaf,PR,cool_stuff,4,-14,0.29330318143592476,0
33e9e7bf59600996dd1a153ce751753d,SP,moveis_decoracao,5,-7,0.28903608616276316,0
dce46d381e2e85296ceba3ffbbe234b8,SP,cool_stuff,8,-30,0.48570799763804257,0
589673b4d98b5c40931ac6a6ff6f3416,RJ,perfumaria,10,-4,0.443937044958773,0
69cf676c0ee712f46af49c4b353f639a,SP,pet_shop,11,-19,0.34481067011973415,0
5935197a3a64cf91a125aa939d5eac7b,MG,cama_mesa_banho,5,-20,0.31764645299674316,1
305c60efcc38cee62ca817de65418a13,SP,fashion_bolsas_e_acessorios,3,-16,0.2183424745129369,0
a336de4bbd836a89f9cb2a5b58ed2578,BA,moveis_decoracao,9,-14,0.22507457777271242,0
b2db15e922c61cffddb3d11773125084,SP,esporte_lazer,14,-15,0.41276461010708204,0
0fd20b806c512adae3aba82a69847513,SP,telefonia,8,-26,0.387321665985226,0
e4f929a2bd281bee714090bdca460bbd,PR,moveis_decoracao,30,1,0.9090920734035549,0
7d04b18b6cc94c74b63c7ce9546dd09a,SP,malas_acessorios,25,1,0.8805685117611036,0
0cfabecb909812856ae6d21400104334,SP,cama_mesa_banho,6,-6,0.3423686631727547,0
efc7354b6901a8603031e2dfeb54926d,SP,utilidades_domesticas,45,9,0.9324594173804412,1
7e7c209ab4d09fe584822fd6c054023d,SC,relogios_presentes,12,-13,0.3319454998025744,0
85406138a2e61baa5d9f0a8298bd6c56,SP,beleza_saude,13,-13,0.34530196037993216,0
cd6d5ca28fe5c4aabf7aec6f2968bd49,SP,beleza_saude,6,-10,0.31519479998992533,0
5c758925752d0e3f0c7b35f5f0571bf9,SP,audio,6,-6,0.2586329081446756,0
ad7bbf9e258c09c913e56dcba3433286,GO,consoles_games,20,-8,0.5016799961594747,0
c6bd73c66f32639f81a7e47304535c96,SP,brinquedos,9,-16,0.37447202329250007,0
b5106eeb869b64ba86ab9d880e31c0bb,MG,moveis_decoracao,8,-11,0.31049696914803854,0
d13edc5c7574bda9f7c9dc6b92a72edf,BA,brinquedos,9,0,0.7384001624130387,0
984238b9906320ee4e847b98f9f2c699,SP,ferramentas_jardim,8,-15,0.4188373091328432,0
db8cc6752d073697a12e3998bfcd9a0d,SP,automotivo,4,-9,0.3415310154778374,0
fd9f784391898343d5de70ad1eb32d74,SP,moveis_decoracao,11,-23,0.4967405577975104,0
73fe3ec6e789782281c550a9349e0edd,RJ,bebes,8,-12,0.21587574745709742,0
baed86a91c339967d46120d4a10038fd,BA,moveis_decoracao,6,-13,0.34810963472970397,0
8a1f37725eebf19474556726f014f72d,SP,utilidades_domesticas,13,-9,0.3944632035057144,0
4be3435a18d709c7bec9b8d5651088b4,SP,moveis_escritorio,17,-8,0.684972699363086,0
98432d028db538f876f9236a038d7c02,RO,automotivo,5,-40,0.2949810743475864,0
0ab72bab67e4b9af0dfc369356d70202,SP,perfumaria,8,-9,0.23458635252181126,0
c0f6d1b5bd7c7e2e418e077200b336d4,ES,esporte_lazer,8,-19,0.4176443614027235,0
1e55e0ca5a1ec21cc2073bf3df3e2f30,MG,automotivo,8,-16,0.20484980599050057,0
5f4de9e1f0e55dc0fd443e5f4b2b362a,GO,perfumaria,3,-35,0.2493164842668756,0
3ff1b7767f8db536438a4d8a98244347,SP,perfumaria,4,-9,0.3664616904898335,0
db70205a4fec901db7c957ac7d335064,SC,moveis_decoracao,28,-6,0.7307597949894095,1
eb9d487086fb088d41b254e6985e26e0,SP,informatica_acessorios,6,-14,0.4159894700768022,0
e340657d4d28d54192270b3b99ba63f4,SP,esporte_lazer,8,-14,0.4391818807652934,0
f716dffba1232aaef7c899fb8c14db97,RJ,perfumaria,31,6,0.9568606430145361,1
0eeaf3619d35e90b2430da57d351dd01,SP,cama_mesa_banho,14,-9,0.3925001991575519,0
cee3d35c01c3ae1ed31809bdb2272afb,SP,moveis_escritorio,5,-15,0.32131140981733436,0
a6cd7cac7ee11538a78649066487e0ca,RJ,moveis_decoracao,11,-28,0.5440232658225469,0
b23dc118eeff3026e4439226216f5246,RS,automotivo,26,-15,0.6405401228734576,0
16f4331c56f6c5c76a5ea85c7919f087,RS,beleza_saude,7,-15,0.7002883862157613,0
3f606b2bc4208fc4186a5105ccef5197,RS,informatica_acessorios,15,-13,0.4974810661348051,0
dc2c8a5df17efe1186987eb0433abfdc,SP,papelaria,10,-9,0.36552444613716134,0
e6644b4a8ee7cbabd5f50b29eb478cf4,SP,papelaria,28,-7,0.4714568433244777,0
b12b92b6a6b42a691ca688b4d7225153,BA,beleza_saude,6,-27,0.3463190724956673,0
579997e88b2563ab8a3f3d6f5022a8a6,RJ,relogios_presentes,6,-23,0.36534169452146426,0
5678b9b26584bd229904c764c3ede0cc,SP,eletronicos,9,-12,0.33683898518615846,0
d2caf57c35ba2c5bea24ab9b08aba4f7,SP,cool_stuff,7,-5,0.32317831283055043,0
7f43dd9ca3fa1b6ac3d26dabda86d82c,MG,telefonia,35,14,0.9274951098921803,1
4053d75129c21cf5b41d41e6bdf3cd28,MS,brinquedos,19,-7,0.580331940886056,1
f6352f413ce4e20f67354a9c6f5460e5,RJ,moveis_quarto,15,-4,0.43386651857496783,1
11ac39053e8c6e289d39a845c1a9c3b0,PE,beleza_saude,17,0,0.9083497140223095,0
b19b0d1dcf07ad7d58c75f45e9744ba5,SP,papelaria,11,-6,0.40071065171148573,0
49bbb428c234dcf31c4d66d4e8e1c04c,PE,informatica_acessorios,7,-15,0.5571054762861153,0
39435f1a1f3cde43181d5a14975147b7,RJ,cama_mesa_banho,9,-1,0.30375187596079817,0
8cf61a0f8eed49e1728caab2510e796d,SC,ferramentas_jardim,5,-6,0.37683792057502663,1
479a33fb572f8eded439d188871af158,MG,malas_acessorios,10,0,0.7483244118110007,0
df72ecb8ddf6db1e392ca1f148fb8f9c,SP,beleza_saude,22,-19,0.44045521305860025,0
3d989e705eac70bfb1f4a430924f3402,PR,consoles_games,9,-15,0.3083810584947529,0
630851c26588ce1346328ce74a222c7f,BA,beleza_saude,5,-11,0.3207748841507188,0
0dd7345135d5cbc4c660b3eb4085e19e,SP,telefonia,2,-8,0.2954666536238755,0
f19bd634b5b6ef35a112602a933e9cc4,SP,esporte_lazer,6,-23,0.31334666191731475,0
5f5e8b484bf04fd34dc39753519239ff,AL,beleza_saude,15,-13,0.34588892652504744,0
abba5f10cc4fc60d330b2cf362306d1a,SC,moveis_decoracao,35,6,0.9459322822350325,1
43caa2bfbf19b07993e7794248faec20,MT,esporte_lazer,18,-18,0.5428308156598826,0
bc21fd56e19626007f06da1b7f7b6c39,SP,moveis_sala,13,-8,0.37742901862003975,0
9cd4ed9a91b520c126c71e7f898b24dc,RS,,8,-14,0.26425257843392,0
0a01aa0d779fc923be4cc5505b0c6dd4,SP,brinquedos,17,-15,0.32361514089616294,0
eb61a0dc3ba358b0ee217497c460c277,BA,beleza_saude,13,5,0.7742960354784458,1
d73ddd98199cde252b1c0ee783374da9,SP,beleza_saude,9,-13,0.36820244499596594,0
bbcf632e5c697b7e9666005c55d10a80,SP,esporte_lazer,5,-13,0.24938966344891902,0
08edff712f0cd04883215bdb5b0d7c7f,SP,ferramentas_jardim,8,-22,0.3303095329477454,0
b233cccf8622f1f4fea0bb355b1488ee,SP,esporte_lazer,31,10,0.9059550837154876,1
ac8189e5e0b236fb91fbd04c3975b750,RJ,moveis_escritorio,17,-23,0.47593351418817814,0
2c6017cac50e6be76810bbe9af615005,RS,cama_mesa_banho,6,-11,0.3170025329544542,0
14bd8f178a9b993e9c9e9e93c0179130,RS,beleza_saude,7,-13,0.3618491902517418,0
233c8509a65f222cf855765d0784b68f,BA,livros_interesse_geral,12,-18,0.4158366092452008,0
190dca51b7367cbcf69eff19efd0bd20,SC,papelaria,5,-13,0.33336323360643966,0
380a3824a3077f718ff3e99534666bda,RS,bebes,5,-5,0.5472610164037279,0
7897a7a7d23ab1fcc1811fdc75abcb47,MG,relogios_presentes,42,9,0.9661057923259918,1
1a269df4715562ff85e2ca1830249246,SP,beleza_saude,17,-21,0.490520295773035,0
8874222e11e5b391570e35d91ce32a14,BA,cama_mesa_banho,5,-19,0.44235631112085094,0
2e92b6acae58342ffb8861708b8c8270,PR,esporte_lazer,4,-16,0.32644546242925165,0
fb52c1aeadce7c26d4c57e429909eab6,SP,moveis_decoracao,4,-26,0.25382181857178493,0
e647bf617de735448a4ba54f8910393c,SP,consoles_games,8,-16,0.2815975249657052,0
b082c2268e673ebfc45544f15e42499d,SP,cool_stuff,4,-17,0.3252964153407914,0
abbd22e94f4b4ad624a8d362399d7c09,RN,,7,-12,0.41213788016332864,0
2d5fe300d9ae2c54ed035449aac94391,MG,papelaria,25,4,0.8666776841987608,1
761a14c58cb2df04ac97a42b0edf05ad,MG,market_place,14,-2,0.465872761756238,0
62208055aa533094c967cc9536ecd5a7,SP,utilidades_domesticas,19,3,0.8968028253118872,1
34334129c5fc3f38fec577b122930761,BA,automotivo,15,-19,0.3547396201690238,0
24eaa9941af703f34c309aff1a56aa5e,SP,esporte_lazer,8,-19,0.35188729569094673,0
48ddd457f76f31a99e60ac8007bc8b28,MG,papelaria,19,3,0.862826999237644,0
1f4c55439dfb0750759521284d322815,SP,beleza_saude,28,6,0.9072892843313094,1
001427c0ec99cf8af737bd88e92fd444,MG,moveis_decoracao,6,-27,0.3269179573622027,1
da755d3951cfe68afca1b5aeddac7d81,PA,perfumaria,17,-12,0.4572619253410871,0
0b3ca8c9e3b3199306adb467fcd0e982,PB,automotivo,16,-2,0.3312712538188403,0
c77d22c73940d5b180371f024df0a132,RS,informatica_acessorios,14,-7,0.4184758922383915,1
4e64db31eb34a4e6c86235fedead69eb,SP,consoles_games,11,-15,0.25522309128975945,0
a5a3c295445dd23736b0a5c49bf376dd,SP,relogios_presentes,20,-6,0.3478685872732926,0
2391d80f2ab2e4c4cc2ddd489c5ce8ea,SP,consoles_games,22,-10,0.5200508190806916,0
e7a0d968e1490c9d5c075df5f3e751ce,SP,beleza_saude,27,-1,0.6019934769369991,0
6b226bd02458eb747892387b298fec08,SP,cool_stuff,6,-7,0.23132739308500525,0
cd0c854775bce057e6a7e27c79a58f00,PA,eletronicos,4,-6,0.305800315281778,0
7cc49d0a2e133481a59d0980dce7680e,SP,cama_mesa_banho,37,13,0.912187322277676,1
966d505c98ea667c11343331a5d67722,SC,telefonia,22,-11,0.5379899650515034,0
bec3652605143e5f7e0265d993793eba,SP,utilidades_domesticas,3,-7,0.2561939715028111,0
f7959f8385f34c4f645327465a1c9fc4,SP,cama_mesa_banho,11,-16,0.4762655030341675,0
e78d0e875295cd716415732e63b6291b,SC,beleza_saude,9,-12,0.29634169709797925,0
32ab57d50a48de6379e2506ad1aa2b03,MG,cama_mesa_banho,11,-14,0.3365071842161734,0
5610a4bcd7718bcf354c5d0ac3575d2e,RS,esporte_lazer,6,-15,0.6058091238698806,0
32ac00d8c91b3cc4ba82a3444927032d,MG,beleza_saude,19,-12,0.4159104196770772,0
6935b759d76562923a21746fce73fe75,RJ,construcao_ferramentas_iluminacao,29,2,0.9118168247849476,1
029a092ea19290f774d21c51fd7ac45f,GO,beleza_saude,9,-13,0.3673668560585964,0
812cd0d5b71a2f8fc46d2cb6bbd578a9,SP,informatica_acessorios,11,-11,0.31693444199495446,0
cd800f9752d89c21e3fbac0e647d1d17,SP,moveis_decoracao,28,6,0.9260419959089842,1
b6bcf1e42609f309233f2b9deeff6b61,SP,beleza_saude,18,-8,0.3514644689087466,0
7577e6378383be8d29e8e0cc18a880cb,SP,automotivo,17,-4,0.42340649166079775,1
bfc318d0ca556b5d317bda9eb4b0ed76,MG,esporte_lazer,11,-16,0.2899228959735564,0
bcbcdbe98e2e23143fd0f17070768b94,MG,cool_stuff,8,-3,0.2894374333799244,0
c524e7bd2510f74fed9e94b894472306,SC,relogios_presentes,42,6,0.9623802581639309,0
